stkcd	stknm	year	province	region_name	city	indnm	sub_ind	rd_high	rd_me	innov_qual1	innov_qual2	hr_struct	human_cap	oper_eff	tech_dens	profit	growth_exp	de_involution_index
2792	通宇通讯	2023	广东省	东部地区	中山市	计算机、通信和其他电子设备制造业	通信终端设备制造	0.073973568	0.137980085	1	0	0.015647226	13.401	0.3551	0.008413	0.0627	-0.080328	0.3395852
2793	罗欣药业	2017	浙江省	东部地区	台州市	医药制造业	兽用药品制造	0.037374946	0.113913751	1	0	0.002441009	9.0478	0.9674	0.212911	0.1399	0.299102	0.805725
2793	罗欣药业	2018	浙江省	东部地区	台州市	医药制造业	兽用药品制造	0.035655429	0.10170697	1	0	0	9.3812	0.8132	0.133364	0.119	0.129705	0.6226435
2793	罗欣药业	2019	浙江省	东部地区	台州市	医药制造业	兽用药品制造	0.064021512	0.06994566	1	0	0.053922252	11.1795	1.7126	0.045942	0.0861	7.112485	0.8098255
2793	罗欣药业	2020	浙江省	东部地区	台州市	医药制造业	兽用药品制造	0.075955417	0.072768072	1	0	0.057541273	12.7448	0.803	0.044869	0.0562	-0.196717	0.5728015
2793	罗欣药业	2021	浙江省	东部地区	台州市	医药制造业	兽用药品制造	0.062923748	0.05912717	1	0	0.05474738	13.6503	0.7524	0.035603	0.0651	0.062662	0.5150921
2793	罗欣药业	2022	浙江省	东部地区	台州市	医药制造业	兽用药品制造	0.092135768	0.029463117	1	0	0.03906591	22.6811	0.4076	0.048448	-0.3507	-0.44619	0.4888057
2793	罗欣药业	2023	山东省	东部地区	临沂市	医药制造业	兽用药品制造	0.098958317	0.033353011	1	0	0.045749705	23.4492	0.3575	0.093063	-0.3253	-0.341091	0.6118051
2795	永和智控	2017	浙江省	东部地区	台州市	通用设备制造业	文化、办公用机械制造	0.028503517	0.096590909	1	0	0.036363636	10.2949	0.7499	0.091414	0.1061	0.199388	0.600798
2795	永和智控	2018	浙江省	东部地区	台州市	通用设备制造业	文化、办公用机械制造	0.024885933	0.095290252	1	0	0.058050383	10.8451	0.8486	0.089917	0.1262	0.178193	0.6328349
2795	永和智控	2019	浙江省	东部地区	台州市	通用设备制造业	文化、办公用机械制造	0.031387119	0.090592334	1	0	0.103368177	11.8864	0.7819	0.088584	0.1017	-0.081181	0.6811134
2795	永和智控	2020	浙江省	东部地区	台州市	通用设备制造业	文化、办公用机械制造	0.021705305	0.084220716	1	0	0.123910939	10.6051	0.6669	0.056656	0.0202	0.093966	0.6170707
2795	永和智控	2021	浙江省	东部地区	台州市	通用设备制造业	文化、办公用机械制造	0.018552813	0.074857608	1	0	0.160292921	14.1238	0.7491	0.044635	0.0187	0.557083	0.701121
2795	永和智控	2022	浙江省	东部地区	台州市	通用设备制造业	文化、办公用机械制造	0.022585758	0.080937973	1	0	0.208774584	15.4415	0.6479	0.044017	-0.0327	-0.018614	0.7066576
2795	永和智控	2023	浙江省	东部地区	台州市	通用设备制造业	文化、办公用机械制造	0.032968877	0.102473498	1	0	0.229681979	16.5298	0.5532	0.050735	-0.2015	-0.041945	0.7225056
2801	微光股份	2017	浙江省	东部地区	杭州市	电气机械及器材制造业	其他电气机械及器材制造	0.041695449	0.088917526	1	0	0.019329897	10.4085	0.6239	0.03179	0.1891	0.289448	0.457114
2801	微光股份	2018	浙江省	东部地区	杭州市	电气机械及器材制造业	其他电气机械及器材制造	0.050512094	0.091015169	1	0	0.023337223	11.3317	0.6223	0.036514	0.1525	0.136986	0.4556711
2801	微光股份	2019	浙江省	东部地区	杭州市	电气机械及器材制造业	其他电气机械及器材制造	0.043593928	0.125794155	1	0	0.025412961	14.8039	0.6822	0.031784	0.2051	0.228237	0.5007114
2801	微光股份	2020	浙江省	东部地区	杭州市	电气机械及器材制造业	其他电气机械及器材制造	0.042796449	0.12345679	1	0	0.035665295	16.8815	0.6097	0.02752	0.2423	0.004975	0.5054823
2801	微光股份	2021	浙江省	东部地区	杭州市	电气机械及器材制造业	其他电气机械及器材制造	0.039952957	0.147744946	1	0	0.055987558	25.577	0.7478	0.017785	0.2289	0.392653	0.6309865
2801	微光股份	2022	浙江省	东部地区	杭州市	电气机械及器材制造业	其他电气机械及器材制造	0.040441237	0.110141767	1	0	0.042529989	20.1234	0.7181	0.039792	0.2549	0.083809	0.5534673
2801	微光股份	2023	浙江省	东部地区	杭州市	电气机械及器材制造业	其他电气机械及器材制造	0.047416846	0.139372822	1	0	0.045296167	22.7143	0.7102	0.038257	0.0904	0.052486	0.5661642
2806	华锋股份	2017	广东省	东部地区	肇庆市	计算机、通信和其他电子设备制造业	其他电子设备制造	0.04008287	0.189358372	1	0	0.010954617	7.4894	0.7594	0.038249	0.0644	0.182298	0.4758577
2806	华锋股份	2018	广东省	东部地区	肇庆市	计算机、通信和其他电子设备制造业	其他电子设备制造	0.054987991	0.261390887	1	0	0.029976019	7.7837	0.5402	0.073009	0.1217	0.478866	0.6338902
2806	华锋股份	2019	广东省	东部地区	肇庆市	计算机、通信和其他电子设备制造业	其他电子设备制造	0.056735975	0.36102719	1	0	0.03021148	14.0271	0.3661	0.057924	0.0534	0.086598	0.6391296
2806	华锋股份	2020	广东省	东部地区	肇庆市	计算机、通信和其他电子设备制造业	其他电子设备制造	0.113301559	0.34375	1	0	0.026315789	13.8253	0.2289	0.064345	-0.6922	-0.376586	0.6240455
2806	华锋股份	2021	广东省	东部地区	肇庆市	计算机、通信和其他电子设备制造业	其他电子设备制造	0.078036192	0.273611111	1	0	0.048611111	13.7891	0.3735	0.077596	0.0924	0.562942	0.7360677
2806	华锋股份	2022	广东省	东部地区	肇庆市	计算机、通信和其他电子设备制造业	其他电子设备制造	0.10287678	0.244736842	1	0	0.046052632	15.9127	0.3415	0.070516	-0.0127	-0.043876	0.6745985
2806	华锋股份	2023	广东省	东部地区	肇庆市	计算机、通信和其他电子设备制造业	其他电子设备制造	0.088431511	0.296052632	1	0	0.056578947	15.3927	0.393	0.072425	-0.4491	0.093062	0.6767036
2813	路畅科技	2017	广东省	东部地区	深圳市	计算机、通信和其他电子设备制造业	广播电视节目制作及发射设备制造	0.090829128	0.255677656	1	0	0.304761905	11.2237	0.5442	0.017589	0.0315	0.071999	1.068533
2813	路畅科技	2018	广东省	东部地区	深圳市	计算机、通信和其他电子设备制造业	广播电视节目制作及发射设备制造	0.098370368	0.258883249	1	0	0.260913706	16.8735	0.4657	0.000828	0.0154	-0.021912	0.9839181
2813	路畅科技	2019	广东省	东部地区	深圳市	计算机、通信和其他电子设备制造业	广播电视节目制作及发射设备制造	0.073157802	0.240625	1	0	0.225	18.4123	0.5633	0.000446	-0.4625	0.017501	0.8668041
2813	路畅科技	2020	广东省	东部地区	深圳市	计算机、通信和其他电子设备制造业	广播电视节目制作及发射设备制造	0.061953289	0.28668942	1	0	0.283276451	25.6589	0.5992	0.000182	0.16	-0.360365	1.023396
2813	路畅科技	2021	广东省	东部地区	深圳市	计算机、通信和其他电子设备制造业	广播电视节目制作及发射设备制造	0.04235963	0.281481481	1	0	0.251851852	21.3143	0.7264	0.002184	0.0127	-0.167066	0.8897955
2813	路畅科技	2022	广东省	东部地区	深圳市	计算机、通信和其他电子设备制造业	广播电视节目制作及发射设备制造	0.044144966	0.290076336	1	0	0.297709924	22.413	0.5988	0.002085	0.0092	-0.167843	0.9154598
2813	路畅科技	2023	广东省	东部地区	深圳市	计算机、通信和其他电子设备制造业	广播电视节目制作及发射设备制造	0.108641441	0.414572864	1	0	0.422110553	16.7843	0.5353	0.002547	-0.0965	-0.167047	1.129388
2815	崇达技术	2017	广东省	东部地区	深圳市	计算机、通信和其他电子设备制造业	广播电视节目制作及发射设备制造	0.042398802	0.132437142	1	0	0.01120239	13.8463	0.7435	0.053615	0.1431	0.381033	0.5843741
2815	崇达技术	2018	广东省	东部地区	深圳市	计算机、通信和其他电子设备制造业	广播电视节目制作及发射设备制造	0.046457151	0.121248499	1	0	0.008643457	14.3283	0.7384	0.055154	0.1533	0.178379	0.5400364
2815	崇达技术	2019	广东省	东部地区	深圳市	计算机、通信和其他电子设备制造业	广播电视节目制作及发射设备制造	0.058420043	0.131525879	1	0	0.009186646	14.2335	0.7211	0.052047	0.1411	0.019518	0.524823
2815	崇达技术	2020	广东省	东部地区	深圳市	计算机、通信和其他电子设备制造业	广播电视节目制作及发射设备制造	0.06088508	0.139505041	1	0	0.006782768	13.5794	0.6688	0.042532	0.1019	0.17177	0.5223011
2815	崇达技术	2021	广东省	东部地区	深圳市	计算机、通信和其他电子设备制造业	广播电视节目制作及发射设备制造	0.043743211	0.150855624	1	0	0.00598106	16.5382	0.7322	0.032994	0.102	0.372748	0.4973188
2815	崇达技术	2022	广东省	东部地区	深圳市	计算机、通信和其他电子设备制造业	广播电视节目制作及发射设备制造	0.051669546	0.166445749	1	0	0.007384965	17.8975	0.6457	0.028587	0.115	-0.020821	0.4670243
2815	崇达技术	2023	广东省	东部地区	深圳市	计算机、通信和其他电子设备制造业	广播电视节目制作及发射设备制造	0.055021327	0.168857095	1	0	0.007818999	16.8031	0.539	0.021762	0.073	-0.01681	0.4163698
2817	黄山胶囊	2017	安徽省	中部地区	宣城市	医药制造业	化学药品制剂制造	0.036280042	0.101388889	1	1	0.002777778	7.9362	0.3977	0.022017	0.1623	0.008894	0.7582594
2817	黄山胶囊	2018	安徽省	中部地区	宣城市	医药制造业	化学药品制剂制造	0.04458386	0.108761329	1	1	0.006042296	9.5723	0.3881	0.02038	0.1156	0.030612	0.786423
2817	黄山胶囊	2019	安徽省	中部地区	宣城市	医药制造业	化学药品制剂制造	0.039239971	0.105105105	1	1	0.007507508	10.9339	0.404	0.01867	0.1118	0.104672	0.799224
2817	黄山胶囊	2020	安徽省	中部地区	宣城市	医药制造业	化学药品制剂制造	0.029266517	0.103004292	1	1	0.010014306	9.6986	0.3656	0.016556	0.1365	-0.018832	0.7582572
2817	黄山胶囊	2021	安徽省	中部地区	宣城市	医药制造业	化学药品制剂制造	0.035376283	0.113484646	1	1	0.008010681	9.9767	0.3857	0.015649	0.1463	0.189292	0.7700643
2817	黄山胶囊	2022	安徽省	中部地区	宣城市	医药制造业	化学药品制剂制造	0.034976217	0.118942731	1	1	0.01174743	11.2782	0.4096	0.018988	0.1424	0.127478	0.784658
2817	黄山胶囊	2023	安徽省	中部地区	宣城市	医药制造业	化学药品制剂制造	0.034069859	0.117829457	1	1	0.012403101	14.1378	0.4323	0.017086	0.1407	0.080436	0.7946609
2821	凯莱英	2017	天津市	东部地区	天津市	医药制造业	中成药生产	0.0683305	0.434004474	1	1	0.168158091	13.8716	0.56	0.025293	0.253	0.28992	1.453568
2821	凯莱英	2018	天津市	东部地区	天津市	医药制造业	中成药生产	0.084571168	0.446065026	1	1	0.187481009	16.1979	0.6303	0.036912	0.2215	0.289413	1.547435
2821	凯莱英	2019	天津市	东部地区	天津市	医药制造业	中成药生产	0.078261348	0.478645833	1	1	0.196354167	17.9533	0.7085	0.032406	0.2251	0.340681	1.573466
2821	凯莱英	2020	天津市	东部地区	天津市	医药制造业	中成药生产	0.082209458	0.475990506	1	1	0.194084353	16.1477	0.5771	0.039911	0.2292	0.280369	1.554
2821	凯莱英	2021	天津市	东部地区	天津市	医药制造业	中成药生产	0.083529247	0.474459725	1	1	0.371877631	20.3041	0.4158	0.024686	0.2305	0.472791	1.814535
2821	凯莱英	2022	天津市	东部地区	天津市	医药制造业	中成药生产	0.069124171	0.479061632	1	1	1.163288404	24.1772	0.6142	0.025944	0.3213	1.210755	2.175968
2821	凯莱英	2023	天津市	东部地区	天津市	医药制造业	中成药生产	0.090459602	0.48549244	1	1	0.459337965	26.5139	0.4118	0.023555	0.2876	-0.236963	1.772885
2823	凯中精密	2017	广东省	东部地区	深圳市	电气机械及器材制造业	电池制造	0.04374406	0.071677105	1	0	0.010438413	10.1296	0.7722	0.040768	0.1102	0.240442	0.4622514
2823	凯中精密	2018	广东省	东部地区	深圳市	电气机械及器材制造业	电池制造	0.057255243	0.084727812	1	0	0.012497352	11.4161	0.6951	0.047283	0.0679	0.20637	0.4874548
2823	凯中精密	2019	广东省	东部地区	深圳市	电气机械及器材制造业	电池制造	0.058901388	0.124141199	1	0	0.016109927	15.5725	0.6676	0.053265	0.0324	0.211919	0.556177
2823	凯中精密	2020	广东省	东部地区	深圳市	电气机械及器材制造业	电池制造	0.052904067	0.119161359	1	0	0.017515924	17.2957	0.5774	0.041967	0.0436	-0.050863	0.5056937
2823	凯中精密	2021	广东省	东部地区	深圳市	电气机械及器材制造业	电池制造	0.040097285	0.090430622	1	0	0.004545455	20.4358	0.7008	0.046057	0.0052	0.274234	0.5010344
2823	凯中精密	2022	广东省	东部地区	深圳市	电气机械及器材制造业	电池制造	0.041343637	0.095551895	1	0	0.013179572	19.6255	0.7345	0.048938	0.0093	0.087718	0.5116805
2823	凯中精密	2023	广东省	东部地区	深圳市	电气机械及器材制造业	电池制造	0.037980122	0.091930307	1	0	0.01215039	19.6307	0.8031	0.050653	0.0254	0.135965	0.5116897
2826	易明医药	2017	西藏自治区	西部地区	拉萨市	医药制造业	生物药品制造	0.028359465	0.073871409	1	0	0.024623803	9.5167	0.5513	0.033008	0.159	-0.1585	0.3558421
2826	易明医药	2018	西藏自治区	西部地区	拉萨市	医药制造业	生物药品制造	0.038555525	0.145888594	1	0	0.021220159	14.3913	0.6555	0.038399	0.0517	0.285258	0.5190134
2826	易明医药	2019	西藏自治区	西部地区	拉萨市	医药制造业	生物药品制造	0.016846054	0.118764846	1	0	0.019002375	10.2494	0.6945	0.038736	0.0675	0.131924	0.3981805
2826	易明医药	2020	西藏自治区	西部地区	拉萨市	医药制造业	生物药品制造	0.015799463	0.115909091	1	0	0.018181818	11.3022	0.6913	0.045738	0.0682	0.089224	0.4325137
2826	易明医药	2021	西藏自治区	西部地区	拉萨市	医药制造业	生物药品制造	0.012838687	0.11627907	1	0	0.018604651	16.4348	0.8374	0.045178	0.0599	0.203843	0.4760711
2826	易明医药	2022	西藏自治区	西部地区	拉萨市	医药制造业	生物药品制造	0.016287125	0.102908277	1	0	0.017897092	20.0136	0.9299	0.030546	0.0538	0.180955	0.4870431
2826	易明医药	2023	西藏自治区	西部地区	拉萨市	医药制造业	生物药品制造	0.018102618	0.093394077	1	0	0.029612756	19.6356	0.6856	0.027925	0.0236	-0.221417	0.3992011
2829	星网宇达	2017	北京市	东部地区	北京市	计算机、通信和其他电子设备制造业	通信系统设备制造	0.102906351	0.380503145	1	1	0.133647799	11.858	0.3223	0.025139	0.2058	0.476422	1.373745
2829	星网宇达	2018	北京市	东部地区	北京市	计算机、通信和其他电子设备制造业	通信系统设备制造	0.164958933	0.408566722	1	1	0.146622735	19.7542	0.2436	0.025091	0.1085	-0.017702	1.500386
2829	星网宇达	2019	北京市	东部地区	北京市	计算机、通信和其他电子设备制造业	通信系统设备制造	0.202820472	0.433554817	1	1	0.127906977	20.9989	0.2555	0.026643	0.0362	-0.008921	1.535227
2829	星网宇达	2020	北京市	东部地区	北京市	计算机、通信和其他电子设备制造业	通信系统设备制造	0.131139334	0.271276596	1	1	0.111702128	22.059	0.426	0.022145	0.1916	0.718971	1.42697
2829	星网宇达	2021	北京市	东部地区	北京市	计算机、通信和其他电子设备制造业	通信系统设备制造	0.148193152	0.306291391	1	1	0.102649007	24.3774	0.4152	0.019169	0.2311	0.120606	1.360522
2829	星网宇达	2022	北京市	东部地区	北京市	计算机、通信和其他电子设备制造业	通信系统设备制造	0.090745305	0.295389049	1	1	0.100864553	22.6559	0.4994	0.016777	0.2221	0.398805	1.235677
2829	星网宇达	2023	北京市	东部地区	北京市	计算机、通信和其他电子设备制造业	通信系统设备制造	0.135811285	0.29218107	1	1	0.09739369	24.1277	0.2981	0.014539	0.0747	-0.282482	1.15417
2833	弘亚数控	2017	广东省	东部地区	广州市	专用设备制造业	电子和电工机械专用设备制造	0.038552728	0.109401709	1	1	0	11.5642	0.8358	0.031303	0.2862	0.536045	0.9791751
2833	弘亚数控	2018	广东省	东部地区	广州市	专用设备制造业	电子和电工机械专用设备制造	0.038497914	0.202819957	1	1	0	14.4564	0.9103	0.048996	0.2286	0.455875	1.077791
2833	弘亚数控	2019	广东省	东部地区	广州市	专用设备制造业	电子和电工机械专用设备制造	0.037830563	0.18196995	1	1	0	14.0559	0.7555	0.062883	0.2338	0.09755	1.022659
2833	弘亚数控	2020	广东省	东部地区	广州市	专用设备制造业	电子和电工机械专用设备制造	0.038956403	0.160679295	1	1	0	13.0346	0.7949	0.054712	0.2125	0.288542	1.028565
2833	弘亚数控	2021	广东省	东部地区	广州市	专用设备制造业	电子和电工机械专用设备制造	0.041577069	0.151049667	1	1	0	16.2575	0.8302	0.084132	0.2223	0.403366	1.111075
2833	弘亚数控	2022	广东省	东部地区	广州市	专用设备制造业	电子和电工机械专用设备制造	0.0382242	0.171653543	1	1	0	18.3142	0.5904	0.082497	0.2274	-0.10259	1.029325
2833	弘亚数控	2023	广东省	东部地区	广州市	专用设备制造业	电子和电工机械专用设备制造	0.036772703	0.177861873	1	1	0	17.6329	0.6924	0.072893	0.2205	0.260949	1.044956
2835	同为股份	2017	广东省	东部地区	深圳市	计算机、通信和其他电子设备制造业	广播电视节目制作及发射设备制造	0.153631288	0.241201717	1	0	0.030042918	13.5871	0.6249	0.015466	0.0392	-0.008492	0.7099717
2835	同为股份	2018	广东省	东部地区	深圳市	计算机、通信和其他电子设备制造业	广播电视节目制作及发射设备制造	0.144465643	0.305986696	1	0	0.043237251	19.4524	0.7393	0.014081	0.0065	0.167726	0.8335021
2835	同为股份	2019	广东省	东部地区	深圳市	计算机、通信和其他电子设备制造业	广播电视节目制作及发射设备制造	0.166834032	0.301288404	1	0	0.047571853	19.4673	0.7123	0.012466	0.0491	0.043036	0.8178323
2835	同为股份	2020	广东省	东部地区	深圳市	计算机、通信和其他电子设备制造业	广播电视节目制作及发射设备制造	0.159325223	0.27394958	1	0	0.04789916	19.4242	0.7781	0.011272	0.0896	0.239528	0.8401778
2835	同为股份	2021	广东省	东部地区	深圳市	计算机、通信和其他电子设备制造业	广播电视节目制作及发射设备制造	0.143222646	0.302202643	1	0	0.046696035	24.8579	0.8769	0.021142	0.09	0.273162	0.8690274
2835	同为股份	2022	广东省	东部地区	深圳市	计算机、通信和其他电子设备制造业	广播电视节目制作及发射设备制造	0.177591666	0.348854962	1	0	0.051145038	24.8951	0.785	0.020332	0.1127	-0.03295	0.8825238
2835	同为股份	2023	广东省	东部地区	深圳市	计算机、通信和其他电子设备制造业	广播电视节目制作及发射设备制造	0.167465762	0.325664989	1	0	0.047447879	25.3828	0.8197	0.036551	0.1387	0.118209	0.8751095
2837	英维克	2017	广东省	东部地区	深圳市	专用设备制造业	医疗仪器设备及器械制造	0.042325844	0.349487418	1	0	0.030754893	10.7269	0.7236	0.006488	0.112	0.518563	0.6170859
2837	英维克	2018	广东省	东部地区	深圳市	专用设备制造业	医疗仪器设备及器械制造	0.054238471	0.33056266	1	0	0.024296675	11.1908	0.628	0.010428	0.1014	0.360064	0.563432
2837	英维克	2019	广东省	东部地区	深圳市	专用设备制造业	医疗仪器设备及器械制造	0.066375561	0.336193841	1	0	0.024230187	12.6824	0.5946	0.007109	0.1174	0.249629	0.552649
2837	英维克	2020	广东省	东部地区	深圳市	专用设备制造业	医疗仪器设备及器械制造	0.067834404	0.363442693	1	0	0.026842778	12.9691	0.6589	0.004085	0.106	0.273479	0.6041646
2837	英维克	2021	广东省	东部地区	深圳市	专用设备制造业	医疗仪器设备及器械制造	0.067374355	0.351100811	1	0	0.027037466	14.5818	0.7098	0.024638	0.0892	0.308151	0.6293848
2837	英维克	2022	广东省	东部地区	深圳市	专用设备制造业	医疗仪器设备及器械制造	0.066921716	0.307879525	1	0	0.023729845	14.427	0.7796	0.020269	0.0948	0.311891	0.5964953
2837	英维克	2023	广东省	东部地区	深圳市	专用设备制造业	医疗仪器设备及器械制造	0.074530381	0.331949131	1	0	0.06955619	15.9601	0.7727	0.025432	0.0988	0.207198	0.6803991
2841	视源股份	2017	广东省	东部地区	广州市	计算机、通信和其他电子设备制造业	电子元件及电子专用材料制造	0.045440176	0.490649065	1	0	0.096809681	30.6287	2.7824	0.025852	0.0635	0.319214	1.206439
2841	视源股份	2018	广东省	东部地区	广州市	计算机、通信和其他电子设备制造业	电子元件及电子专用材料制造	0.046376735	0.491520712	1	0	0.097581318	33.2072	2.8422	0.03105	0.0625	0.562781	1.243195
2841	视源股份	2019	广东省	东部地区	广州市	计算机、通信和其他电子设备制造业	电子元件及电子专用材料制造	0.058725171	0.462167689	1	0	0.103271984	35.7547	2.0094	0.028165	0.0945	0.004063	1.195021
2841	视源股份	2020	广东省	东部地区	广州市	计算机、通信和其他电子设备制造业	电子元件及电子专用材料制造	0.051457041	0.441933459	1	0	0.111948106	39.5654	1.5203	0.024647	0.1116	0.004493	1.187701
2841	视源股份	2021	广东省	东部地区	广州市	计算机、通信和其他电子设备制造业	电子元件及电子专用材料制造	0.054806824	0.437442418	1	0	0.105398931	45.5759	1.5124	0.024552	0.0803	0.239145	1.185785
2841	视源股份	2022	广东省	东部地区	广州市	计算机、通信和其他电子设备制造业	电子元件及电子专用材料制造	0.061021744	0.427095107	1	0	0.098498305	44.9686	1.1774	0.019644	0.101	-0.011093	1.049047
2841	视源股份	2023	广东省	东部地区	广州市	计算机、通信和其他电子设备制造业	电子元件及电子专用材料制造	0.071223708	0.434218289	1	0	0.097640118	47.9144	0.9617	0.022097	0.0694	-0.038953	1.00832
2845	同兴达	2017	广东省	东部地区	深圳市	计算机、通信和其他电子设备制造业	广播电视节目制作及发射设备制造	0.026657577	0.113908873	1	0	0.001498801	8.1913	1.3877	0.00236	0.0407	0.308089	0.4417476
2845	同兴达	2018	广东省	东部地区	深圳市	计算机、通信和其他电子设备制造业	广播电视节目制作及发射设备制造	0.024112517	0.094318604	1	0	0.002413665	6.5409	1.0687	0.001978	0.0239	0.117844	0.321373
2845	同兴达	2019	广东省	东部地区	深圳市	计算机、通信和其他电子设备制造业	广播电视节目制作及发射设备制造	0.034417345	0.152091907	1	0	0.005144033	9.7369	1.133	0.002464	0.0177	0.512911	0.4351281
2845	同兴达	2020	广东省	东部地区	深圳市	计算机、通信和其他电子设备制造业	广播电视节目制作及发射设备制造	0.028782496	0.114124073	1	0	0.002926258	7.0164	1.3481	0.001961	0.0264	0.710967	0.4803052
2845	同兴达	2021	广东省	东部地区	深圳市	计算机、通信和其他电子设备制造业	广播电视节目制作及发射设备制造	0.030064177	0.146889528	1	0	0.002878016	10.0126	1.3824	0.00245	0.0315	0.213123	0.4214678
2845	同兴达	2022	广东省	东部地区	深圳市	计算机、通信和其他电子设备制造业	广播电视节目制作及发射设备制造	0.048661439	0.158948846	1	0	0.003699451	10.4757	1.0128	0.003338	-0.006	-0.345374	0.3532803
2845	同兴达	2023	广东省	东部地区	深圳市	计算机、通信和其他电子设备制造业	广播电视节目制作及发射设备制造	0.040376805	0.137586241	1	0	0.00379962	7.3419	1.0863	0.003277	0.0056	0.011316	0.3655411
2848	高斯贝尔	2017	湖南省	中部地区	郴州市	计算机、通信和其他电子设备制造业	其他电子设备制造	0.061036566	0.139380531	1	0	0.012389381	8.4848	0.8713	0.013066	0.0139	0.140941	0.4501075
2848	高斯贝尔	2018	湖南省	中部地区	郴州市	计算机、通信和其他电子设备制造业	其他电子设备制造	0.06895846	0.15407147	1	0	0.012302285	9.9138	0.6352	0.014344	-0.094	-0.266363	0.3930535
2848	高斯贝尔	2019	湖南省	中部地区	郴州市	计算机、通信和其他电子设备制造业	其他电子设备制造	0.067279863	0.144772118	1	0	0.012064343	8.946	0.5653	0.015107	0.016	-0.202225	0.3578045
2848	高斯贝尔	2020	湖南省	中部地区	郴州市	计算机、通信和其他电子设备制造业	其他电子设备制造	0.122926189	0.178371659	1	0	0.011187073	9.5655	0.4476	0.030129	-0.8826	-0.337701	0.4436736
2848	高斯贝尔	2021	湖南省	中部地区	郴州市	计算机、通信和其他电子设备制造业	其他电子设备制造	0.081861013	0.123069001	1	0	0.009268795	8.7171	0.7709	0.030193	-0.2168	0.380024	0.4587233
2848	高斯贝尔	2022	湖南省	中部地区	郴州市	计算机、通信和其他电子设备制造业	其他电子设备制造	0.072962079	0.124229979	1	0	0.011293634	11.8184	0.5887	0.029081	-0.0156	-0.342336	0.3861239
2848	高斯贝尔	2023	湖南省	中部地区	郴州市	计算机、通信和其他电子设备制造业	其他电子设备制造	0.065378981	0.126760563	1	0	0.012519562	15.0416	0.5722	0.033489	-0.2838	-0.224773	0.4046753
2851	麦格米特	2017	广东省	东部地区	深圳市	电气机械及器材制造业	非电力家用器具制造	0.118117949	0.280322307	1	0	0.037319763	13.0657	0.7985	0.030541	0.1044	0.156490527	0.7688478
2851	麦格米特	2018	广东省	东部地区	深圳市	电气机械及器材制造业	非电力家用器具制造	0.105232479	0.266592095	1	0	0.038777032	15.4456	0.8731	0.021621	0.1076	0.601697	0.7803434
2851	麦格米特	2019	广东省	东部地区	深圳市	电气机械及器材制造业	非电力家用器具制造	0.094243946	0.352405722	1	0	0.045188557	17.1343	0.9987	0.036499	0.1025	0.487093	0.8452845
2851	麦格米特	2020	广东省	东部地区	深圳市	电气机械及器材制造业	非电力家用器具制造	0.108967767	0.320597529	1	0	0.043952887	17.5961	0.7378	0.045123	0.1195	-0.051451	0.7932769
2851	麦格米特	2021	广东省	东部地区	深圳市	电气机械及器材制造业	非电力家用器具制造	0.110852576	0.336756126	1	0	0.038273046	18.9921	0.7278	0.041625	0.0994	0.230804	0.7898982
2851	麦格米特	2022	广东省	东部地区	深圳市	电气机械及器材制造业	非电力家用器具制造	0.115450123	0.34339981	1	0	0.03665717	20.2048	0.747	0.034629	0.0875	0.318119	0.7879422
2851	麦格米特	2023	广东省	东部地区	深圳市	电气机械及器材制造业	非电力家用器具制造	0.114087499	0.354883081	1	0	0.039125783	20.5069	0.7276	0.028619	0.0926	0.23303	0.7402796
2855	捷荣技术	2017	广东省	东部地区	东莞市	计算机、通信和其他电子设备制造业	雷达及配套设备制造	0.031209142	0.02799067	1	0	0.002999	7.9441	0.8392	0.016372	0.0325	0.156490527	0.3146758
2855	捷荣技术	2018	广东省	东部地区	东莞市	计算机、通信和其他电子设备制造业	雷达及配套设备制造	0.03233275	0.037586739	1	0	0.00231303	9.682	0.9806	0.057476	0.0116	0.449655	0.478651
2855	捷荣技术	2019	广东省	东部地区	东莞市	计算机、通信和其他电子设备制造业	雷达及配套设备制造	0.032071818	0.022786799	1	0	0.00091671	8.2745	1.0553	0.052438	0.0136	0.261482	0.418703
2855	捷荣技术	2020	广东省	东部地区	东莞市	计算机、通信和其他电子设备制造业	雷达及配套设备制造	0.029004823	0.030473248	1	0	0.001404297	8.5728	0.9938	0.052301	0.0313	0.015816	0.4137476
2855	捷荣技术	2021	广东省	东部地区	东莞市	计算机、通信和其他电子设备制造业	雷达及配套设备制造	0.029887297	0.041980809	1	0	0.003427005	11.5441	1.0757	0.053601	-0.0808	0.095248	0.435119
2855	捷荣技术	2022	广东省	东部地区	东莞市	计算机、通信和其他电子设备制造业	雷达及配套设备制造	0.031689558	0.038241672	1	0	0.002562586	13.6889	0.9948	0.059978	-0.0519	-0.127406	0.4513794
2855	捷荣技术	2023	广东省	东部地区	东莞市	计算机、通信和其他电子设备制造业	雷达及配套设备制造	0.035067237	0.056110062	1	0	0.007283518	17.2952	0.7421	0.070708	-0.0711	-0.344892	0.4578542
2859	洁美科技	2017	浙江省	东部地区	湖州市	计算机、通信和其他电子设备制造业	计算机外围设备制造	0.048173132	0.115363587	1	0	0.069983598	8.2327	0.7366	0.045712	0.1969	0.156490527	0.5840293
